v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
0.525,0.1111111111111111,0.5,0.4000000000000001,0.4444444444444445,0.0,0.5555555555555556,0.0,0.4444444444444444,0.7777777777777777,0.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777777
0.3,0.0,0.75,0.2,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.0,0.3333333333333333,0.7777777777777777,0.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.6666666666666666
0.75,0.0,0.25,0.6000000000000001,0.6666666666666665,0.0,0.2222222222222222,0.0,0.7777777777777777,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
0.8,0.0,0.75,0.4000000000000001,0.7777777777777777,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
0.8,0.1111111111111111,0.5,0.4000000000000001,0.7777777777777777,0.0,0.4444444444444444,0.4,0.3333333333333333,0.7777777777777777,0.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777777
0.3,0.0,0.5,0.2,0.2222222222222222,0.1111111111111111,0.7777777777777777,0.0,0.2222222222222222,0.7777777777777777,0.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.6666666666666666
0.8250000000000001,0.1111111111111111,0.5,0.2,0.7777777777777777,0.0,0.7777777777777777,0.0,0.2222222222222222,0.7777777777777777,0.2857142857142857,0.0,0.0,0.4444444444444444,0.5555555555555556
0.3,0.1111111111111111,0.75,0.4000000000000001,0.2222222222222222,0.0,0.4444444444444444,0.4,0.4444444444444444,0.8888888888888888,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.6666666666666666
0.8,0.0,0.5,0.4000000000000001,0.7777777777777777,0.0,0.6666666666666666,0.2,0.2222222222222222,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556
0.9,0.0,0.5,0.4000000000000001,0.7777777777777777,0.0,0.5555555555555556,0.0,0.4444444444444444,0.7777777777777777,0.2857142857142857,0.0,0.0,0.3333333333333333,0.6666666666666666
0.975,0.0,0.5,0.4000000000000001,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556
0.75,0.0,0.75,0.2,0.6666666666666665,0.0,1.0,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0,1.0
0.8,0.1111111111111111,0.25,0.4000000000000001,0.7777777777777777,0.0,0.7777777777777777,0.2,0.2222222222222222,0.5555555555555556,0.14285714285714285,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.5555555555555556
0.5750000000000001,0.1111111111111111,0.25,0.2,0.4444444444444445,0.1111111111111111,0.3333333333333333,0.4,0.4444444444444444,0.2222222222222222,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
0.55,0.0,0.25,0.2,0.4444444444444445,0.2222222222222222,0.4444444444444444,0.4,0.4444444444444444,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.6666666666666666,0.0,0.3333333333333333
0.8,0.0,0.75,0.4000000000000001,0.7777777777777777,0.1111111111111111,0.4444444444444444,0.2,0.5555555555555556,0.8888888888888888,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.7777777777777777
0.925,0.0,0.25,0.4000000000000001,0.8888888888888888,0.0,0.5555555555555556,0.4,0.2222222222222222,0.4444444444444444,0.2857142857142857,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3333333333333333
0.3,0.1111111111111111,0.75,0.4000000000000001,0.2222222222222222,0.0,0.4444444444444444,0.4,0.4444444444444444,0.8888888888888888,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.6666666666666666
0.17500000000000002,0.0,0.5,0.2,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.2,0.4444444444444444,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.5555555555555556
0.15000000000000002,0.0,0.5,0.2,0.1111111111111111,0.0,0.7777777777777777,0.4,0.0,0.7777777777777777,0.2857142857142857,0.0,0.0,0.6666666666666666,0.3333333333333333
1.0000000000000002,0.0,0.5,0.4000000000000001,1.0,0.0,0.7777777777777777,0.2,0.2222222222222222,0.8888888888888888,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.3333333333333333
0.9500000000000001,0.0,0.5,0.2,0.8888888888888888,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0
0.8,0.1111111111111111,0.5,0.4000000000000001,0.7777777777777777,0.0,0.2222222222222222,0.6000000000000001,0.5555555555555556,0.6666666666666666,0.42857142857142855,0.0,0.0,0.3333333333333333,0.6666666666666666
0.5750000000000001,0.0,0.5,0.4000000000000001,0.4444444444444445,0.1111111111111111,0.5555555555555556,0.2,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.2222222222222222,0.0,0.0,1.0
0.25,0.0,0.5,0.4000000000000001,0.2222222222222222,0.2222222222222222,0.7777777777777777,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444
0.17500000000000002,0.0,0.5,0.4000000000000001,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.2,0.4444444444444444,0.6666666666666666,0.14285714285714285,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.5555555555555556
0.8,0.0,0.25,0.6000000000000001,0.7777777777777777,0.0,0.5555555555555556,0.0,0.4444444444444444,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777777,0.2222222222222222
0.05000000000000001,0.0,0.5,0.4000000000000001,0.0,0.2222222222222222,0.7777777777777777,0.0,0.0,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.5555555555555556
0.925,0.0,0.5,0.4000000000000001,0.8888888888888888,0.0,0.5555555555555556,0.2,0.3333333333333333,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5555555555555556
0.875,0.0,0.25,0.6000000000000001,0.7777777777777777,0.1111111111111111,0.5555555555555556,0.2,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.3333333333333333
0.925,0.0,0.75,0.2,0.8888888888888888,0.0,0.4444444444444444,0.0,0.5555555555555556,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888
0.9500000000000001,0.0,0.5,0.4000000000000001,0.8888888888888888,0.2222222222222222,0.4444444444444444,0.2,0.3333333333333333,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.4444444444444444
0.8,0.1111111111111111,0.5,0.4000000000000001,0.7777777777777777,0.0,0.4444444444444444,0.0,0.5555555555555556,0.7777777777777777,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.6666666666666666
0.8,0.0,0.25,0.6000000000000001,0.7777777777777777,0.0,0.2222222222222222,0.4,0.5555555555555556,0.7777777777777777,0.0,0.2222222222222222,0.0,0.6666666666666666,0.3333333333333333
0.6,0.0,0.25,0.4000000000000001,0.5555555555555556,0.0,0.5555555555555556,0.2,0.4444444444444444,0.3333333333333333,0.2857142857142857,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.3333333333333333
0.475,0.0,0.25,0.4000000000000001,0.4444444444444445,0.1111111111111111,0.4444444444444444,0.4,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.3333333333333333
0.25,0.0,0.25,0.6000000000000001,0.2222222222222222,0.0,0.7777777777777777,0.0,0.2222222222222222,0.6666666666666666,0.0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.4444444444444444
0.8,0.1111111111111111,0.5,0.4000000000000001,0.7777777777777777,0.0,0.6666666666666666,0.2,0.3333333333333333,0.7777777777777777,0.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.6666666666666666
0.9500000000000001,0.1111111111111111,1.0,0.2,0.8888888888888888,0.1111111111111111,0.5555555555555556,0.0,0.3333333333333333,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.0,0.0,1.0
0.25,0.0,0.0,0.2,0.2222222222222222,0.0,0.5555555555555556,0.2,0.4444444444444444,0.4444444444444444,0.42857142857142855,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.1111111111111111
0.275,0.0,0.5,0.2,0.2222222222222222,0.0,0.6666666666666666,0.0,0.3333333333333333,0.7777777777777777,0.2857142857142857,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666
0.85,0.0,0.25,0.4000000000000001,0.7777777777777777,0.0,0.4444444444444444,0.8,0.2222222222222222,0.7777777777777777,0.2857142857142857,0.1111111111111111,0.1111111111111111,0.7777777777777777,0.2222222222222222
0.725,0.0,0.5,0.4000000000000001,0.6666666666666665,0.0,0.4444444444444444,0.2,0.4444444444444444,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.5555555555555556
0.725,0.0,0.25,0.6000000000000001,0.6666666666666665,0.0,0.5555555555555556,0.6000000000000001,0.2222222222222222,0.4444444444444444,0.14285714285714285,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.1111111111111111
0.875,0.0,0.5,0.4000000000000001,0.7777777777777777,0.1111111111111111,0.4444444444444444,0.2,0.4444444444444444,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.4444444444444444
0.8250000000000001,0.0,0.5,0.4000000000000001,0.7777777777777777,0.0,0.4444444444444444,0.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444
0.55,0.1111111111111111,0.0,0.0,0.4444444444444445,0.0,0.2222222222222222,0.8,0.4444444444444444,0.2222222222222222,0.2857142857142857,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.0
0.25,0.0,0.0,0.4000000000000001,0.2222222222222222,0.4444444444444444,0.0,0.0,0.5555555555555556,0.0,0.2857142857142857,0.7777777777777777,0.7777777777777777,0.2222222222222222,0.1111111111111111
0.8,0.0,0.75,0.2,0.7777777777777777,0.0,0.8888888888888888,0.2,0.0,1.0,0.0,0.0,0.0,0.2222222222222222,0.7777777777777777
0.875,0.0,0.5,0.4000000000000001,0.7777777777777777,0.0,0.6666666666666666,0.2,0.2222222222222222,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.4444444444444444
0.3,0.0,0.5,0.4000000000000001,0.2222222222222222,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.4444444444444444
0.875,0.0,0.5,0.6000000000000001,0.7777777777777777,0.4444444444444444,0.3333333333333333,0.0,0.2222222222222222,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.3333333333333333
0.7000000000000001,0.0,0.25,0.8,0.6666666666666665,0.2222222222222222,0.2222222222222222,0.4,0.4444444444444444,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.2222222222222222
0.2,0.1111111111111111,0.5,0.2,0.2222222222222222,0.0,0.5555555555555556,0.0,0.4444444444444444,1.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556
0.6,0.0,0.25,0.8,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.4,0.2222222222222222,0.5555555555555556,0.14285714285714285,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.1111111111111111
0.775,0.0,0.5,0.6000000000000001,0.6666666666666665,0.1111111111111111,0.5555555555555556,0.2,0.3333333333333333,0.8888888888888888,0.14285714285714285,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.3333333333333333
0.17500000000000002,0.1111111111111111,0.5,0.4000000000000001,0.1111111111111111,0.0,0.5555555555555556,0.4,0.3333333333333333,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.5555555555555556
0.25,0.0,0.5,0.2,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.0,0.5555555555555556,0.6666666666666666,0.2857142857142857,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.5555555555555556
0.05000000000000001,0.0,0.5,0.6000000000000001,0.0,0.0,0.5555555555555556,0.4,0.2222222222222222,0.7777777777777777,0.0,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.4444444444444444
0.925,0.0,0.25,0.4000000000000001,0.8888888888888888,0.0,0.4444444444444444,0.4,0.3333333333333333,0.5555555555555556,0.14285714285714285,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333
0.25,0.0,0.25,0.4000000000000001,0.2222222222222222,0.0,0.6666666666666666,0.2,0.2222222222222222,0.7777777777777777,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.1111111111111111
0.05000000000000001,0.0,0.25,0.4000000000000001,0.0,0.3333333333333333,0.3333333333333333,0.2,0.4444444444444444,0.8888888888888888,0.14285714285714285,0.0,0.0,0.7777777777777777,0.2222222222222222
0.3,0.0,0.5,0.4000000000000001,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.2,0.5555555555555556,0.6666666666666666,0.2857142857142857,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.5555555555555556
0.05000000000000001,0.0,0.25,0.4000000000000001,0.0,0.0,0.6666666666666666,0.2,0.3333333333333333,0.5555555555555556,0.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4444444444444444
0.05000000000000001,0.0,0.25,0.6000000000000001,0.0,0.1111111111111111,0.4444444444444444,0.2,0.4444444444444444,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.0,1.0,0.0
0.0,0.0,0.5,0.4000000000000001,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.5555555555555556
1.0000000000000002,0.0,0.5,0.4000000000000001,1.0,0.0,0.6666666666666666,0.2,0.2222222222222222,0.6666666666666666,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556
0.55,0.0,0.25,0.0,0.4444444444444445,0.0,0.2222222222222222,0.4,0.6666666666666666,0.4444444444444444,0.2857142857142857,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.3333333333333333
0.925,0.0,0.5,0.4000000000000001,0.8888888888888888,0.1111111111111111,0.5555555555555556,0.2,0.3333333333333333,0.5555555555555556,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.4444444444444444
0.0,0.0,0.5,0.4000000000000001,0.0,0.1111111111111111,0.7777777777777777,0.0,0.2222222222222222,0.8888888888888888,0.14285714285714285,0.0,0.0,0.5555555555555556,0.4444444444444444
0.9500000000000001,0.0,0.75,0.2,0.8888888888888888,0.2222222222222222,0.0,0.4,0.5555555555555556,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
0.875,0.0,0.0,0.2,0.7777777777777777,0.0,0.6666666666666666,0.2,0.2222222222222222,0.1111111111111111,0.2857142857142857,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.2222222222222222
0.925,0.0,0.25,0.2,0.8888888888888888,0.0,0.4444444444444444,0.4,0.4444444444444444,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333
0.2,0.0,0.5,0.4000000000000001,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.2,0.5555555555555556,0.7777777777777777,0.14285714285714285,0.1111111111111111,0.0,0.4444444444444444,0.5555555555555556
0.17500000000000002,0.0,1.0,0.4000000000000001,0.1111111111111111,0.0,0.5555555555555556,0.0,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.8888888888888888
0.05000000000000001,0.1111111111111111,0.5,0.4000000000000001,0.0,0.0,0.6666666666666666,0.2,0.2222222222222222,0.6666666666666666,0.0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4444444444444444
0.625,0.0,0.0,0.8,0.5555555555555556,0.0,0.4444444444444444,0.4,0.4444444444444444,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.1111111111111111
0.9500000000000001,0.0,0.25,0.4000000000000001,0.8888888888888888,0.0,0.7777777777777777,0.4,0.0,1.0,0.0,0.0,0.2222222222222222,0.5555555555555556,0.2222222222222222
0.25,0.0,0.5,0.4000000000000001,0.2222222222222222,0.0,0.8888888888888888,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556
0.9500000000000001,0.0,0.25,0.4000000000000001,0.8888888888888888,0.0,0.4444444444444444,0.0,0.5555555555555556,1.0,0.0,0.0,0.2222222222222222,0.4444444444444444,0.3333333333333333
0.2,0.0,0.25,0.4000000000000001,0.2222222222222222,0.0,0.6666666666666666,0.2,0.2222222222222222,0.7777777777777777,0.14285714285714285,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.4444444444444444
0.875,0.0,0.25,0.6000000000000001,0.7777777777777777,0.2222222222222222,0.4444444444444444,0.4,0.2222222222222222,0.7777777777777777,0.0,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.3333333333333333
0.5750000000000001,0.0,0.25,0.2,0.4444444444444445,0.3333333333333333,0.4444444444444444,0.2,0.2222222222222222,0.1111111111111111,0.42857142857142855,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222
0.8,0.0,0.5,0.2,0.7777777777777777,0.0,0.4444444444444444,0.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.2222222222222222,0.7777777777777777
0.0,0.0,0.5,0.6000000000000001,0.0,0.0,0.6666666666666666,0.4,0.2222222222222222,1.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556
0.8,0.0,0.75,0.2,0.7777777777777777,0.0,0.8888888888888888,0.2,0.0,1.0,0.0,0.0,0.0,0.2222222222222222,0.7777777777777777
0.25,0.1111111111111111,0.25,0.8,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.8,0.0,0.5555555555555556,0.0,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.3333333333333333
0.9,0.0,0.5,0.4000000000000001,0.7777777777777777,0.2222222222222222,0.6666666666666666,0.2,0.2222222222222222,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.0,0.3333333333333333,0.6666666666666666
0.5750000000000001,0.1111111111111111,0.25,0.2,0.4444444444444445,0.0,0.3333333333333333,0.2,0.6666666666666666,0.4444444444444444,0.14285714285714285,0.5555555555555556,0.3333333333333333,0.0,0.6666666666666666
0.025,0.0,0.75,0.2,0.0,0.1111111111111111,0.4444444444444444,0.2,0.4444444444444444,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.4444444444444444
0.55,0.0,0.25,0.2,0.4444444444444445,0.3333333333333333,0.3333333333333333,0.0,0.4444444444444444,0.6666666666666666,0.0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.4444444444444444
0.9,0.0,0.25,0.2,0.7777777777777777,0.0,0.4444444444444444,0.4,0.4444444444444444,0.3333333333333333,0.2857142857142857,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.2222222222222222
0.875,0.0,0.75,0.4000000000000001,0.7777777777777777,0.1111111111111111,0.4444444444444444,0.4,0.3333333333333333,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.0,0.0,1.0
0.17500000000000002,0.0,0.75,0.4000000000000001,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.2,0.2222222222222222,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.0,0.2222222222222222,0.7777777777777777
0.55,0.0,0.25,0.0,0.4444444444444445,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.8571428571428571,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.2222222222222222
0.8,0.0,0.25,0.4000000000000001,0.7777777777777777,0.0,0.7777777777777777,0.0,0.2222222222222222,0.7777777777777777,0.2857142857142857,0.0,0.0,0.5555555555555556,0.4444444444444444
0.8250000000000001,0.1111111111111111,0.75,0.4000000000000001,0.7777777777777777,0.2222222222222222,0.4444444444444444,0.4,0.3333333333333333,0.7777777777777777,0.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.5555555555555556
0.8,0.0,0.5,0.4000000000000001,0.7777777777777777,0.0,0.7777777777777777,0.2,0.2222222222222222,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.4444444444444444
0.525,0.2222222222222222,0.25,0.6000000000000001,0.4444444444444445,0.2222222222222222,0.2222222222222222,0.6000000000000001,0.4444444444444444,0.4444444444444444,0.2857142857142857,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.2222222222222222
0.8250000000000001,0.0,0.25,0.4000000000000001,0.7777777777777777,0.0,0.5555555555555556,0.4,0.2222222222222222,0.6666666666666666,0.14285714285714285,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.4444444444444444
0.8,0.0,0.5,0.4000000000000001,0.7777777777777777,0.0,0.2222222222222222,0.4,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444444
0.17500000000000002,0.0,0.25,0.6000000000000001,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.4,0.4444444444444444,0.5555555555555556,0.2857142857142857,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333
0.8,0.0,0.5,0.4000000000000001,0.7777777777777777,0.0,1.0,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444444
0.9,0.0,0.5,0.4000000000000001,0.7777777777777777,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.7777777777777777,0.2857142857142857,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.3333333333333333
0.85,0.0,0.75,0.4000000000000001,0.7777777777777777,0.1111111111111111,0.4444444444444444,0.4,0.3333333333333333,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.0,0.0,1.0
0.8250000000000001,0.1111111111111111,0.5,0.2,0.7777777777777777,0.0,0.7777777777777777,0.0,0.2222222222222222,0.7777777777777777,0.2857142857142857,0.0,0.0,0.4444444444444444,0.5555555555555556
0.2,0.0,0.5,0.4000000000000001,0.2222222222222222,0.0,0.5555555555555556,0.2,0.4444444444444444,0.7777777777777777,0.14285714285714285,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.5555555555555556
0.225,0.0,0.5,0.4000000000000001,0.2222222222222222,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
0.725,0.0,0.25,0.6000000000000001,0.6666666666666665,0.0,0.4444444444444444,0.0,0.5555555555555556,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222
0.875,0.0,0.25,0.8,0.7777777777777777,0.1111111111111111,0.5555555555555556,0.4,0.2222222222222222,0.5555555555555556,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.1111111111111111
0.05000000000000001,0.0,0.25,0.6000000000000001,0.0,0.0,0.4444444444444444,0.8,0.2222222222222222,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.3333333333333333
0.6,0.0,0.25,0.4000000000000001,0.5555555555555556,0.0,0.5555555555555556,0.2,0.4444444444444444,0.3333333333333333,0.2857142857142857,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.3333333333333333
0.55,0.0,0.25,0.2,0.4444444444444445,0.2222222222222222,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.2222222222222222
0.17500000000000002,0.0,0.5,0.4000000000000001,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.4,0.1111111111111111,0.7777777777777777,0.2857142857142857,0.0,0.0,0.2222222222222222,0.7777777777777777
